103,"00:09:39,363","00:09:42,431",##Den schickt er in die weite Welt ####,0
104,"00:09:42,527","00:09:45,500",[ All ] To Krakow !,0
105,"00:09:47,035","00:09:50,775",## [ Singing In German ],0
106,"00:10:00,845","00:10:03,339",[ Soldiers Laughing ],0
107,"00:10:16,383","00:10:19,259",####[ Singing Continues ],0
108,"00:10:21,177","00:10:23,096",[ Loudspeaker ] An alleJuden !,0
109,"00:10:23,096","00:10:26,836",Ab sofort ist es allen Juden untersagt...,0
110,"00:10:26,931","00:10:30,863",Fleisch aufkoscher Art zuzubereiten.,0
111,"00:10:30,960","00:10:34,125",Meldung an alleJuden. Ab sofort--,0
112,"00:10:52,922","00:10:54,841",Rabbi-- Private property cannot be confiscated.,0
113,"00:10:54,936","00:10:56,759",How long are the schools going to be closed ? I do not know.,0
114,"00:10:56,854","00:11:00,019",Article 47: Pillage is formally prohibited. You don't know anything !,0
115,"00:11:00,019","00:11:01,937",I am familiar with the Hague Convention. Religious--,0
116,"00:11:01,937","00:11:08,939",They come into our house and tell us we don't live there anymore.It now belongs to a certain SS officer.,1
118,"00:11:08,939","00:11:11,049",Please. I only know what they tell me.,0
119,"00:11:11,049","00:11:14,214",And what they tell me changes from day to day.,0
120,"00:11:14,309","00:11:17,283",Aren't you supposed to be able to help ?,0
121,"00:11:17,379","00:11:20,351","I mean, what if I just took this thing off?",0
122,"00:11:20,351","00:11:23,037",What are they going to do about it ? They will shoot you.,0
123,"00:11:23,133","00:11:27,066",Why don't you stop this silly talk ? Itzhak Stern !,0
124,"00:11:27,066","00:11:30,230",I'm looking for Itzhak Stern.,0
125,"00:11:31,956","00:11:34,833",[ Schindler ] Are you Itzhak Stern or not ?,0
126,"00:11:34,833","00:11:37,806",I am. Where can we talk ?,0
127,"00:11:47,013","00:11:50,850",There's a company you did the books for on Lipowa Street.,0
128,"00:11:50,850","00:11:53,247",Made what ? Pots and pans ?,0
129,"00:11:53,247","00:11:56,220","By law, I have to tell you, sir, I'm a Jew.",0
130,"00:11:56,317","00:12:00,057","Well, I'm a German. So there we are.",0
131,"00:12:02,743","00:12:06,291","A good company, you think ? Modestly successful.",0
132,"00:12:06,387","00:12:08,880",I know nothing about enamelware. Do you ?,0
133,"00:12:08,977","00:12:11,278",I was just the accountant.,0
134,"00:12:11,374","00:12:13,676","Simple engineering though, wouldn't you think ?",0
135,"00:12:13,772","00:12:15,018","Change the machines around, whatever you do,",0
136,"00:12:15,018","00:12:17,416","you could make other things, couldn't you ?",0
137,"00:12:17,416","00:12:21,828","Field kits, mess kits. Army contracts.",0
138,"00:12:23,554","00:12:26,335","Once the war ends, forget it, but for now it's great.",0
139,"00:12:26,432","00:12:28,541","You can make a fortune, don't you think ?",0
140,"00:12:28,541","00:12:31,802",I think most people right now have other priorities.,0
141,"00:12:31,898","00:12:34,679",Like what ? [ Sighs ],0
142,"00:12:34,775","00:12:37,077",I'm sure you'll do just fine once you get the contracts.,0
143,"00:12:37,172","00:12:39,187","In fact, the worse things get, the better you'll do.",0
144,"00:12:39,187","00:12:42,544","Oh, well, I can get the signatures I need. That's the easy part.",0
145,"00:12:42,639","00:12:46,188","Finding the money to buy the company, that's hard.",0
146,"00:12:46,284","00:12:48,106",You don't have any money ?,0
147,"00:12:48,202","00:12:52,134",Not that kind of money. You know anybody ?,0
148,"00:12:52,230","00:12:55,012","[ Closes Case ] Jews, yeah.",0
149,"00:12:55,107","00:12:57,888",Investors. You must have contacts...,0
150,"00:12:57,985","00:12:59,807",in theJewish business community working here.,0
151,"00:12:59,903","00:13:02,588",What community ? Jews can no longer own businesses.,0
152,"00:13:02,588","00:13:05,562",That's why this one's in receivership. But they,0
153,"00:13:05,657","00:13:08,343",I'd own it. I'd pay them back in,0
153,"00:13:05,657","00:13:08,343",pots and pans.,0
154,"00:13:08,343","00:13:11,219",Pots and pans. Something they can use.,0
155,"00:13:11,219","00:13:13,138",Something they can feel in their hands.,0
156,"00:13:13,138","00:13:15,343","They can trade it on the black market, do whatever they want.",0
157,"00:13:15,440","00:13:17,742",Everybody's happy.,0
158,"00:13:19,276","00:13:22,057","If you want, you could run the company for me.",0
159,"00:13:25,798","00:13:28,100",Let me understand.,0
160,"00:13:28,195","00:13:30,881","They'd put up all the money, I'd do all the work.",0
161,"00:13:30,881","00:13:34,045","What, if you don't mind my asking, would you do ?",0
162,"00:13:34,141","00:13:36,443",I'd make sure it's known the company's in business.,0
163,"00:13:36,443","00:13:38,648",I'd see that it had a certain panache.,0
164,"00:13:38,745","00:13:42,390","That's what I'm good at, not the work. Not the work.",0
165,"00:13:42,390","00:13:44,787",The presentation.,0
166,"00:14:02,147","00:14:06,269",I'm sure I don't know anybody who'll be interested in this.,0
167,"00:14:07,420","00:14:10,490","[ Exhales ] Well, they should be, Itzhak Stern.",0
168,"00:14:10,586","00:14:14,230",Tell them they should be.,0
169,"00:14:23,053","00:14:25,739",[ Loudspeaker ] Achtung ! Achtung !,0
170,"00:14:25,834","00:14:31,493",An alleJuden... Ab sofort ist es verboten--,0
171,"00:14:31,589","00:14:36,001","[ Priest ] Vere dignum et justum est, aequum et salutare,",0
172,"00:14:36,001","00:14:40,316","nos tibi semper et ubique gratias agere,",0
173,"00:14:40,413","00:14:43,578","Domine Sancte, Pater Omnipotens, Aeterne Deus.",0
174,"00:14:43,674","00:14:47,031",I've got a client who'll sell marks for zloty at 2.45 to 1 .,0
175,"00:14:47,126","00:14:49,333","Wool, mink collar. It's a nice coat.",0
176,"00:14:49,333","00:14:51,250",She'll trade it for ration coupons.,0
177,"00:14:51,250","00:14:54,606","Wicks, for lamps. You have a truckload of wicks ?",0
178,"00:14:54,606","00:14:58,635","What am I going to do with a truckload of wicks ? Nine by 1 2, nine by 1 4.",0
179,"00:14:58,730","00:15:01,608","I don't know. Big, beautiful, Persian.",0
180,"00:15:01,704","00:15:04,485",[ Priest Continues ] Lumen aeternum mundo effudit--,0
181,"00:15:04,581","00:15:06,883",Psst. What ?,0
182,"00:15:06,979","00:15:08,801",You don't recognize this ? It's shoe polish.,0
183,"00:15:08,897","00:15:11,199",In metal containers ? You asked for shoe polish.,0
184,"00:15:11,295","00:15:13,501",In metal containers. This is glass. In metal containers.,0
185,"00:15:13,501","00:15:15,419",It's not what I asked for. What's the difference ?,0
186,"00:15:15,419","00:15:17,336",What's the difference ? What's the difference ?,0
187,"00:15:17,336","00:15:19,351",[ Others ] Shh.! My client sold it,0
188,"00:15:19,446","00:15:21,269",who sold it to the German Army.,0
189,"00:15:21,461","00:15:25,585","Only by the time it got there, because of the freezing cold, it broke. All 1 0,000 units.",0
190,"00:15:25,585","00:15:27,791","Mmm, ooh, ooh, ooh. This is not my problem.",0
191,"00:15:27,886","00:15:29,804",This is not his problem. This is not your problem ?,0
192,"00:15:29,804","00:15:32,298",This is not my problem. All right.,0
193,"00:15:32,394","00:15:36,134",The German Army wants to find out where it came from.,0
194,"00:15:36,230","00:15:39,492",I am going to make sure they find out. Now it's your problem.,0
195,"00:15:39,492","00:15:42,560",You be quiet ! [ Chuckles ],0
196,"00:15:42,656","00:15:45,246",Metal containers.,0
197,"00:15:45,342","00:15:48,027",Hello.,0
198,"00:15:48,027","00:15:51,959","Pardon me for interfering, but that's a nice shirt.",0
199,"00:15:51,959","00:15:54,261",Nice shirt.,0
200,"00:15:54,261","00:15:57,425",Do you know where I can find a nice shirt like that ?,0
201,"00:15:59,344","00:16:03,180","[ Priest Continues ] ...laudare, benedicere et predicare.",0
202,"00:16:04,906","00:16:06,729",Like this ?,0
203,"00:16:06,824","00:16:12,963",It's illegal to buy or sell anything on the street.We don't do that. We're here to pray.,1
205,"00:16:14,977","00:16:17,566",[ Priest Continues ] Jesum Christum Dominum Nostrum--,0
206,"00:16:17,662","00:16:22,362",Do you have any idea how much a shirt like this costs ? Nice things cost money.,0
207,"00:16:22,362","00:16:26,486","[ Priest Continues ] ...adorant Dominationes, tremunt Potestates.",0
208,"00:16:26,581","00:16:31,761",Coeli coelorumque virtutes ac Beata Seraphim...,0
209,"00:16:31,856","00:16:34,925",socia exultatione concelebrant--,0
210,"00:16:35,021","00:16:37,323",How many ?,0
211,"00:16:37,418","00:16:41,160","I'm going to need some other things, too, as things come up.",0
212,"00:16:41,255","00:16:45,283",This won't be a problem. From time to time.,0
213,"00:16:45,571","00:16:48,256",[ Loudspeaker ] Achtung ! Achtung !,0
214,"00:17:20,097","00:17:23,166",[ Children Crying ],0
215,"00:17:28,249","00:17:31,510",[ Officers ],0
215,"00:17:28,249","00:17:31,510",Name ? Adresse ?,0
215,"00:17:28,249","00:17:31,510",Formular ausfuellen !,0
216,"00:17:31,510","00:17:33,908","Weiter, weiter.! Nicht draengeln.!",0
217,"00:17:34,003","00:17:36,497",Kommen Sie hierher.! Stellen Sie sich doch an.!,0
218,"00:17:50,308","00:17:53,089",[ Silverware Clattering ],0
219,"00:18:21,765","00:18:24,929","[ Loudspeaker ] Achtung, achtung ! AlleJuden sind verpflichtet...",0
220,"00:18:25,026","00:18:28,574",im abgesonderten juedischen Bezirk zu wohnen.,0
221,"00:18:28,671","00:18:32,603",Nichteinhaltung der Meldepflicht bei der Einwohnerbehoerde...,0
222,"00:18:32,698","00:18:35,479",verstoesst gegen das Edikt 44l91 und fuehrt zur Anzeige...,0
223,"00:18:35,576","00:18:37,110",beim Militaergericht.,0
224,"00:18:39,124","00:18:42,769",This is obviously the right place. How are you doing ? Herr Schindler.,0
225,"00:18:42,864","00:18:46,893",[ Indistinct Shouting ],0
226,"00:18:46,893","00:18:50,825","Good-bye,Jews.! Good-bye,Jews.!",0
227,"00:18:50,920","00:18:54,757","Good-bye,Jews ! Good-bye,Jews !",0
228,"00:18:56,100","00:18:58,881","[ Girl Continues Yelling ] Good-bye,Jews.!",0
229,"00:18:58,881","00:19:03,484","Good-bye,Jews.! Good-bye,Jews.!",0
230,"00:19:06,745","00:19:09,334","This iz the vechteka, Moyshe. Ojciec.",0
231,"00:19:09,334","00:19:12,307","Nyne, this kan neash zyane.",0
232,"00:19:19,884","00:19:21,803",[ Sighs ],0
233,"00:19:21,898","00:19:25,543","[ Baby Crying, Woman Singing Polish Lullaby ] Oh, my God.",0
234,"00:19:25,639","00:19:28,899","Oy, God. Oh, my God.",0
235,"00:19:28,996","00:19:32,256",[ Crying Continues ],0
236,"00:19:35,517","00:19:38,203","Oh, my God.",0
237,"00:19:43,765","00:19:46,067",It could not be better.,0
238,"00:19:46,162","00:19:49,712",It could be worse. How ? Tell me.,0
239,"00:19:49,807","00:19:52,588",[ Shouting ] How on earth could it possibly be worse ?,0
240,"00:19:52,685","00:19:54,602",[ Slams Down Suitcase ],0
241,"00:19:54,602","00:19:57,192",[ Man ] Dzien dobry.,0
242,"00:19:57,192","00:19:59,493",Dzien dobry. Dzien dobry.,0
243,"00:19:59,590","00:20:01,316",Dzien dobry.,0
244,"00:20:01,316","00:20:03,714",Dzien dobry. Dzien dobry.,0
245,"00:20:03,714","00:20:06,495",[ Indistinct German ],0
246,"00:20:06,591","00:20:08,892","Hey, Goldberg. Poldek.",0
247,"00:20:08,989","00:20:13,113","What's this ? Uh, the Judenrat has its own police now.",0
248,"00:20:13,209","00:20:15,894",You don't say. Ordnungsdienst.,0
249,"00:20:15,990","00:20:18,387","I'm a policeman now, could you believe it ? It's hard to believe.",0
250,"00:20:18,483","00:20:20,401","Oh, no, it's not hard to believe.",0
251,"00:20:20,401","00:20:22,800","It's a good racket, Poldek. The only racket here.",0
252,"00:20:22,800","00:20:26,156","Look, maybe I could put in a good word for you with my superiors.",1
253,"00:20:26,156","00:20:30,280","Your superiors ? Come on, they are not as bad as everyone says.",0
254,"00:20:30,376","00:20:36,034","Well, they're worse than everyone says, but it's a lot of money.A lot of money.",1
256,"00:20:36,131","00:20:38,720",Give me my housing assignment.,0
257,"00:20:38,815","00:20:43,036","Come on. You look funny in that hat, Goldberg.",0
258,"00:20:43,131","00:20:46,392","[ Laughs ] You look like a clown, you know ?",0
259,"00:20:51,187","00:20:53,489",[ Stern ] He's a very important man.,0
260,"00:20:53,489","00:20:55,215",Just give him two minutes of your time.,0
261,"00:20:55,312","00:20:58,572",Since when did time cost money ? Just sit down and listen.,0
262,"00:20:58,668","00:21:00,778",Please. Sir ?,0
263,"00:21:04,327","00:21:06,341","[ Schindler ] For each thousand you invest, I will repay you with...",0
264,"00:21:06,341","00:21:08,451","Two hundred. 200 kilos of enamelware a month,",0
265,"00:21:08,546","00:21:10,368",to begin in July and to continue for one year.,0
266,"00:21:10,465","00:21:14,110","After which time, we're even. That's it. It's very simple.",0
267,"00:21:14,110","00:21:16,986",Not good enough. It's not good enough.,0
268,"00:21:16,986","00:21:19,193",Not good enough ?,0
269,"00:21:19,288","00:21:23,220",Look where you're living. Look where you've been put. ''Not good enough.'',0
270,"00:21:23,317","00:21:25,714","A couple of months ago you'd be right, not anymore.",0
271,"00:21:25,809","00:21:28,782",Money's still money.,0
272,"00:21:30,317","00:21:32,524","No, it is not.",0
273,"00:21:32,524","00:21:34,537",That's why we're here.,0
274,"00:21:34,633","00:21:36,551",Trade goods-- that's the only currency...,0
275,"00:21:36,551","00:21:38,469",that'll be worth anything in the ghetto.,0
276,"00:21:38,469","00:21:41,731","Things have changed, my friend.",0
277,"00:21:42,498","00:21:44,799",Did I call this meeting ?,0
278,"00:21:44,895","00:21:47,196",You told Mr. Stern you wanted to speak to me.,0
279,"00:21:47,293","00:21:49,787",I'm here. I've made you a fair offer.,0
280,"00:21:49,787","00:21:53,622",Fair would be a percentage in the company.,0
281,"00:21:53,719","00:21:56,787",[ Laughing ] Forget the whole thing.,0
282,"00:21:56,883","00:21:59,089",Get out.,0
283,"00:22:03,118","00:22:06,090",How do we know that you will do what you say ?,0
284,"00:22:06,090","00:22:08,009",Because I said I would.,0
285,"00:22:08,009","00:22:10,214",You want a contract ? To be upheld by what court ?,0
286,"00:22:10,214","00:22:13,092",I said what I'll do. That's our contract.,0
287,"00:22:13,092","00:22:16,352",[ Indistinct Polish ],0
288,"00:22:16,352","00:22:18,462",...mielismy racje.,0
289,"00:22:29,683","00:22:34,862","[ Man ] Piec, szesc, siedem...",0
290,"00:22:34,958","00:22:38,411","osiem, dziewiec.",0
291,"00:22:41,000","00:22:44,740",[ Machinery Buzzes ],0
292,"00:22:46,275","00:22:49,056",[ Schindler Clapping ],0
293,"00:22:49,440","00:22:53,564","The standard SS rate for Jewish skilled labor is seven marks a day,",0
294,"00:22:53,564","00:22:56,441",five for unskilled and women.,0
295,"00:22:56,538","00:22:59,414",This is what you pay the Reich Economic Office.,0
296,"00:22:59,511","00:23:01,908",TheJews themselves receive nothing.,0
297,"00:23:02,003","00:23:06,224","Poles you pay wages. Generally, they get a little more.",0
298,"00:23:06,320","00:23:08,813",Are you listening ? What was that about the SS ?,0
299,"00:23:08,909","00:23:11,020",The rate ? The what ?,0
300,"00:23:11,115","00:23:14,568","TheJewish worker's salary-- you pay it directly to the SS, not to the worker.",0
301,"00:23:14,663","00:23:16,677",He gets nothing. But it's less.,0
302,"00:23:16,677","00:23:18,692",It's less than what I would pay a Pole. It's less.,0
303,"00:23:18,787","00:23:21,568",That's the point I'm trying to make.,0
304,"00:23:21,665","00:23:24,159",Poles cost more.,0
305,"00:23:24,254","00:23:28,666",[ Sniffs ] Why should I hire Poles ?,0
306,"00:23:28,762","00:23:32,502","An enamelware factory over at, uh, Lipowa Street.",0
307,"00:23:32,598","00:23:35,379","It, uh, it, um-- It's owned by a German.",0
308,"00:23:35,475","00:23:38,449","But it's outside the ghetto, so you can barter for extra goods--",0
309,"00:23:38,449","00:23:40,654","for eggs, I don't know what you need--",0
310,"00:23:40,750","00:23:42,765",with the Polish workers. You can't get it here.,0
311,"00:23:42,765","00:23:46,888","Also, he's asking for ten healthy women for the-- I am healthy.",0
312,"00:23:46,984","00:23:49,861","[ Crowd Laughing ] Bring your sister, okay ?",0
313,"00:23:49,957","00:23:53,890",[ Shouting Orders In German And Polish ],0
314,"00:23:53,985","00:23:56,287",Chodz.,0
315,"00:23:56,383","00:23:59,644","You need to convince them you have a trade, something valuable to the war effort.",0
316,"00:23:59,739","00:24:01,849",Like what ? What if you don't ? I'm a musician.,0
317,"00:24:01,946","00:24:05,398",Your name goes on a list. And they put you on trucks--,0
318,"00:24:05,494","00:24:07,508","No, no, no, that's not true. You're a musician ?",0
319,"00:24:07,603","00:24:10,002",Yeah. I'd fid a good hiding place if I were you.,0
320,"00:24:10,097","00:24:14,413",I'm not going to hide like some animal. There are places to hide.,0
321,"00:24:14,413","00:24:18,729",[ Whistle Blowing ],0
322,"00:24:18,825","00:24:20,647",Der Naechste.!,0
323,"00:24:20,744","00:24:24,004",I'm a graduate of the University of Lwow.,0
324,"00:24:24,004","00:24:27,170",I used to work at the hydroelectric station in Roznow--,0
325,"00:24:27,265","00:24:29,087",Blauschein.,0
326,"00:24:32,252","00:24:35,993",I'm gonna get the necessary papers because this card is no good anymore.,0
327,"00:24:36,088","00:24:38,390","You can stay in this line all day, you'll still get one of these.",0
328,"00:24:38,486","00:24:42,034","They are no good. You'll have to leave the line now,",0
329,"00:24:42,131","00:24:46,542","then you'll get a blue card, a Blauschein, to say that you are an essential worker.",0
330,"00:24:46,638","00:24:49,611",I'll get these papers for you at Pankiewicz.,0
331,"00:24:49,611","00:24:51,529","Pharmacist. Just there, look.",0
332,"00:24:51,625","00:24:53,448",Guess who is here ?,0
333,"00:24:53,543","00:24:56,132","[ Goldberg ] Poldek ! Enjoying the weather, Poldek ?",0
334,"00:24:56,229","00:24:59,106",Enjoying the lines ? Need some shoe polish ?,0
335,"00:24:59,106","00:25:01,599",In a metal container maybe ? [ Goldberg Laughs ],0
336,"00:25:01,599","00:25:05,915",Not essential ? I think you misunderstand the meaning of the word.,0
337,"00:25:06,011","00:25:08,792","No Blauschein, sir. Stand over there.",0
338,"00:25:08,889","00:25:11,573",Move. Next !,0
339,"00:25:11,670","00:25:13,780","What do you mean, ''Not essential'' ?",0
340,"00:25:13,875","00:25:19,342",I teach history and literature. Since when is not essential ?,0
341,"00:25:24,425","00:25:26,727",He's a metal polisher.,0
342,"00:25:33,344","00:25:36,030",It was not right ? It's very good. He's 53 years old.,0
343,"00:25:36,126","00:25:39,099",It's too new. Mmm. Thank you.,0
344,"00:25:46,963","00:25:49,361",You're crazy. You left it in your drawer.,0
345,"00:25:49,361","00:25:51,566",How many times have I told you ?,0
346,"00:25:51,663","00:25:54,252",Your work certificate you keep in your pocket at all times.,0
347,"00:25:54,348","00:25:56,170",And you leave everything in your drawer.,0
348,"00:25:56,267","00:25:58,568",[ Stern ] How many times I've told you ?,0
349,"00:25:58,664","00:26:01,732",I'm a metal polisher.,0
350,"00:26:10,173","00:26:12,666","[ Man ] Take the round sheet of tin,",0
351,"00:26:12,762","00:26:16,503",dip it in soap emulsion.,0
352,"00:26:16,598","00:26:21,489",[ Liquid Splashing ] Then place it centrally in the press.,0
353,"00:26:36,068","00:26:39,328",We obtain the soup pot. The soup pot.,0
354,"00:26:39,424","00:26:42,684",Soup pot.,0
355,"00:26:42,781","00:26:45,754","Grosz, Mrs. Grosz, stay together.",0
356,"00:26:49,878","00:26:54,865","Sir, I have ten work permits here for the Deutsche Emailwarenfabrik,",0
357,"00:26:54,865","00:26:57,646",cosigned by Mr. Bankier and myself.,0
358,"00:26:57,646","00:27:02,154","[ Foreman ] If it's carbonized, clean it with a file.",0
359,"00:27:02,249","00:27:06,853",But don't touch both the electrodes at the same time.,0
360,"00:27:06,853","00:27:09,923","You'll get electrocuted. Here, have a try.",0
361,"00:27:14,142","00:27:16,444","[ Foreman ] Roll the metal under the press,",0
362,"00:27:16,539","00:27:18,841",but be very careful unless you want your fingers...,0
363,"00:27:18,938","00:27:21,623",to become part of the teapot.,0
